,northing,easting,elevation,forest,water
19826,62276,1075942,2467,0,0
19827,63276,1075942,2181,1,2
19828,64276,1075942,2602,0,5
19829,65276,1075942,3008,0,1
19830,66276,1075942,3293,0,0
19831,67276,1075942,3116,0,0
19832,69276,1075942,2816,0,0
19833,70276,1075942,2426,0,1
19834,71276,1075942,2109,5,4
19835,72276,1075942,2137,1,1
19836,73276,1075942,2288,0,1
19837,74276,1075942,2475,0,2
19838,75276,1075942,2584,0,1
19839,76276,1075942,2800,0,0
19840,77276,1075942,2562,0,0
19841,78276,1075942,2052,27,0
19842,79276,1075942,1541,90,0
19843,80276,1075942,1105,36,0
19844,81276,1075942,985,39,4
19845,82276,1075942,1388,51,0
19846,83276,1075942,1740,58,0
19847,84276,1075942,2133,19,0
19848,85276,1075942,2362,0,0
19849,86276,1075942,2541,0,0
19850,87276,1075942,2703,0,0
19851,88276,1075942,2426,0,2
19852,89276,1075942,2669,0,0
19853,90276,1075942,2861,0,0
19854,91276,1075942,3027,0,0
19855,92276,1075942,3175,0,0
19856,93276,1075942,3393,0,0
19857,94276,1075942,3648,0,0
19858,95276,1075942,3383,0,0
19859,96276,1075942,3180,0,0
19860,97276,1075942,3125,0,0
19861,98276,1075942,3149,0,0
19862,99276,1075942,3285,0,0
19863,100276,1075942,3588,0,0
19864,101276,1075942,3047,0,0
19865,102276,1075942,2640,0,0
19866,103276,1075942,2539,0,0
19867,104276,1075942,2546,0,0
19868,105276,1075942,2745,0,0
19869,106276,1075942,3084,0,0
19870,107276,1075942,2514,0,0
19871,108276,1075942,2040,0,1
19872,109276,1075942,2441,0,0
19873,110276,1075942,2493,0,0
19874,111276,1075942,1848,0,0
19875,112276,1075942,1913,3,1
19876,113276,1075942,1921,8,0
19877,114276,1075942,1999,1,3
19878,115276,1075942,2200,0,0
19879,116276,1075942,2290,0,0
19880,117276,1075942,2465,0,0
19881,118276,1075942,1831,1,0
19882,119276,1075942,1620,26,1
19883,120276,1075942,1262,49,0
19884,121276,1075942,575,33,0
19885,122276,1075942,581,22,1
19886,123276,1075942,722,58,1
19887,124276,1075942,1184,60,1
19888,125276,1075942,1700,11,0
19889,126276,1075942,1828,3,1
19890,127276,1075942,1980,0,0
19891,128276,1075942,1846,0,1
19892,129276,1075942,1685,12,1
19893,130276,1075942,1658,8,1
19894,131276,1075942,1404,60,1
19895,132276,1075942,1256,82,2
19896,133276,1075942,1281,71,3
19897,134276,1075942,1386,78,1
19898,135276,1075942,1620,66,0
19899,136276,1075942,1727,28,0
19900,137276,1075942,1620,34,0
19901,138276,1075942,1646,34,0
19902,139276,1075942,1620,58,0
19903,140276,1075942,1594,80,0
19904,141276,1075942,1508,46,0
19905,142276,1075942,1347,43,2
19906,143276,1075942,1442,36,0
19907,144276,1075942,1248,39,0
19908,145276,1075942,1102,24,0
19909,146276,1075942,987,48,2
19910,147276,1075942,1036,30,2
19911,148276,1075942,1100,17,0
19912,149276,1075942,1023,43,0
19913,150276,1075942,954,17,0
19914,151276,1075942,887,30,0
19915,152276,1075942,932,16,0
19916,153276,1075942,962,17,0
19917,154276,1075942,917,44,0
19918,155276,1075942,795,19,1
19919,156276,1075942,591,35,5
19920,157276,1075942,623,5,0
19921,158276,1075942,616,0,0
19922,159276,1075942,614,3,0
19923,160276,1075942,616,0,0
19924,161276,1075942,624,1,0
19925,162276,1075942,596,6,0
19926,163276,1075942,598,5,0
19927,164276,1075942,619,3,0
19928,165276,1075942,703,34,0
19929,166276,1075942,632,28,0
19930,167276,1075942,548,13,0
19931,168276,1075942,521,7,0
19932,169276,1075942,504,4,0
19933,170276,1075942,497,6,0
19934,171276,1075942,494,22,0
19935,172276,1075942,494,0,0
19936,173276,1075942,538,17,0
19937,174276,1075942,600,41,0
19938,175276,1075942,675,15,0
19939,176276,1075942,791,29,0
19940,177276,1075942,811,92,0
19941,178276,1075942,760,57,0
19942,179276,1075942,668,26,0
19943,180276,1075942,611,14,0
19944,181276,1075942,587,29,0
19945,182276,1075942,579,27,0
19946,183276,1075942,579,29,0
19947,184276,1075942,519,38,0
19948,185276,1075942,486,6,0
19949,186276,1075942,515,35,0
19950,187276,1075942,481,45,1
19951,188276,1075942,462,36,1
19952,189276,1075942,441,36,0
19953,190276,1075942,419,5,0
19954,191276,1075942,477,47,0
19955,192276,1075942,430,94,0
19956,193276,1075942,408,29,0
19957,194276,1075942,385,93,0
19958,195276,1075942,372,85,0
19959,196276,1075942,362,53,15
19960,197276,1075942,549,80,0
19961,198276,1075942,597,32,0
19962,199276,1075942,466,24,0
19963,200276,1075942,576,26,0
19964,201276,1075942,650,77,0
19965,202276,1075942,563,39,0
19966,203276,1075942,519,73,0
19967,204276,1075942,525,65,0
19968,205276,1075942,463,2,0
19969,206276,1075942,510,36,0
19970,207276,1075942,523,58,0
19971,208276,1075942,534,73,0
19972,209276,1075942,540,30,0
19973,210276,1075942,455,11,1
19974,211276,1075942,486,40,0
19975,212276,1075942,483,69,0
19976,213276,1075942,414,82,1
19977,214276,1075942,334,14,10
19978,215276,1075942,319,0,7
19979,51276,1076942,2487,0,0
19980,52276,1076942,2353,0,1
19981,53276,1076942,2186,18,2
19982,54276,1076942,1967,34,1
19983,55276,1076942,1631,38,3
19984,56276,1076942,1598,52,2
19985,57276,1076942,1676,40,0
19986,58276,1076942,1811,33,1
19987,59276,1076942,1991,28,1
19988,60276,1076942,1498,35,1
19989,61276,1076942,1470,25,3
19990,62276,1076942,1670,34,1
19991,63276,1076942,1930,14,1
19992,64276,1076942,2445,0,0
19993,65276,1076942,2884,0,0
19994,66276,1076942,3202,0,0
19995,67276,1076942,3346,0,0
19996,70276,1076942,2712,0,0
19997,71276,1076942,2514,0,11
19998,72276,1076942,2503,0,1
19999,73276,1076942,2274,0,4
20000,74276,1076942,2638,0,0
20001,75276,1076942,2470,0,3
20002,76276,1076942,2608,0,0
20003,77276,1076942,2581,0,0
20004,78276,1076942,2002,5,1
20005,79276,1076942,1520,60,0
20006,80276,1076942,1183,47,0
20007,81276,1076942,1017,53,0
20008,82276,1076942,1163,42,1
20009,83276,1076942,1439,87,0
20010,84276,1076942,1803,33,0
20011,85276,1076942,2092,9,0
20012,86276,1076942,2271,0,0
20013,87276,1076942,2455,0,0
20014,88276,1076942,2434,0,7
20015,89276,1076942,2520,0,1
20016,90276,1076942,2651,0,0
20017,91276,1076942,2841,0,0
20018,92276,1076942,2995,0,0
20019,93276,1076942,3370,0,0
20020,94276,1076942,3443,0,0
20021,95276,1076942,3142,0,0
20022,96276,1076942,2981,0,0
20023,97276,1076942,3040,0,0
20024,98276,1076942,3271,0,0
20025,99276,1076942,3526,0,0
20026,100276,1076942,3624,0,0
20027,101276,1076942,3015,0,0
20028,102276,1076942,2849,0,0
20029,103276,1076942,2899,0,0
20030,104276,1076942,3088,0,0
20031,105276,1076942,3458,0,0
20032,106276,1076942,3133,0,0
20033,107276,1076942,2700,0,0
20034,108276,1076942,2538,0,0
20035,109276,1076942,2809,0,0
20036,110276,1076942,3273,0,0
20037,111276,1076942,2650,0,0
20038,112276,1076942,1860,4,1
20039,113276,1076942,1763,40,0
20040,114276,1076942,1840,18,3
20041,115276,1076942,2070,0,1
20042,116276,1076942,2104,0,0
20043,117276,1076942,2172,0,0
20044,118276,1076942,2077,0,0
20045,119276,1076942,1585,48,0
20046,120276,1076942,1119,63,0
20047,121276,1076942,579,25,2
20048,122276,1076942,586,40,2
20049,123276,1076942,1031,70,0
20050,124276,1076942,1462,47,0
20051,125276,1076942,1781,4,0
20052,126276,1076942,1592,10,0
20053,127276,1076942,1741,0,0
20054,128276,1076942,1852,2,0
20055,129276,1076942,1764,16,0
20056,130276,1076942,1579,25,1
20057,131276,1076942,1332,74,0
20058,132276,1076942,1187,71,2
20059,133276,1076942,1142,66,1
20060,134276,1076942,1294,95,0
20061,135276,1076942,1498,63,1
20062,136276,1076942,1649,42,0
20063,137276,1076942,1469,75,0
20064,138276,1076942,1519,64,2
20065,139276,1076942,1547,49,0
20066,140276,1076942,1422,50,2
20067,141276,1076942,1361,33,2
20068,142276,1076942,1250,40,1
20069,143276,1076942,1421,23,1
20070,144276,1076942,1385,31,0
20071,145276,1076942,1157,49,0
20072,146276,1076942,998,43,2
20073,147276,1076942,1099,20,0
20074,148276,1076942,1195,56,0
20075,149276,1076942,1104,54,0
20076,150276,1076942,964,33,2
20077,151276,1076942,884,59,0
20078,152276,1076942,802,41,1
20079,153276,1076942,886,10,0
20080,154276,1076942,823,49,0
20081,155276,1076942,668,42,1
20082,156276,1076942,622,25,2
20083,157276,1076942,750,40,0
20084,158276,1076942,669,86,0
20085,159276,1076942,621,11,0
20086,160276,1076942,651,4,0
20087,161276,1076942,724,54,0
20088,162276,1076942,651,31,0
20089,163276,1076942,657,30,0
20090,164276,1076942,652,11,0
20091,165276,1076942,598,0,0
20092,166276,1076942,549,3,0
20093,167276,1076942,521,1,1
20094,168276,1076942,512,0,4
20095,169276,1076942,508,0,5
20096,170276,1076942,504,0,0
20097,171276,1076942,503,1,0
20098,172276,1076942,578,10,0
20099,173276,1076942,641,43,0
20100,174276,1076942,693,29,0
20101,175276,1076942,707,6,0
20102,176276,1076942,739,4,0
20103,177276,1076942,774,63,0
20104,178276,1076942,682,36,0
20105,179276,1076942,649,19,0
20106,180276,1076942,681,20,0
20107,181276,1076942,655,35,0
20108,182276,1076942,567,74,0
20109,183276,1076942,503,22,0
20110,184276,1076942,475,7,0
20111,185276,1076942,510,32,0
20112,186276,1076942,509,41,0
20113,187276,1076942,478,37,0
20114,188276,1076942,470,26,0
20115,189276,1076942,447,30,0
20116,190276,1076942,514,56,0
20117,191276,1076942,485,93,0
20118,192276,1076942,422,69,0
20119,193276,1076942,404,1,1
20120,194276,1076942,396,32,0
20121,195276,1076942,374,23,0
20122,196276,1076942,358,39,11
20123,197276,1076942,490,61,0
20124,198276,1076942,619,57,0
20125,199276,1076942,458,20,0
20126,200276,1076942,554,61,0
20127,201276,1076942,628,99,0
20128,202276,1076942,654,68,0
20129,203276,1076942,546,21,0
20130,204276,1076942,552,40,0
20131,205276,1076942,511,59,0
20132,206276,1076942,574,70,0
20133,207276,1076942,610,63,0
20134,208276,1076942,579,66,0
20135,209276,1076942,620,69,0
20136,210276,1076942,470,14,1
20137,211276,1076942,471,32,0
20138,212276,1076942,491,55,0
20139,213276,1076942,385,43,0
20140,214276,1076942,475,82,0
20141,215276,1076942,340,32,6
20142,52276,1077942,2421,0,0
20143,53276,1077942,2361,0,0
20144,54276,1077942,2350,2,0
20145,55276,1077942,2090,10,0
20146,56276,1077942,1676,39,2
20147,57276,1077942,1421,44,4
20148,58276,1077942,1455,31,6
20149,59276,1077942,2022,1,0
20150,60276,1077942,1825,41,0
20151,61276,1077942,1229,24,3
20152,62276,1077942,1686,56,0
20153,63276,1077942,2015,28,0
20154,64276,1077942,2426,0,2
20155,65276,1077942,2769,0,4
20156,66276,1077942,3190,0,0
20157,70276,1077942,2695,0,0
20158,71276,1077942,2697,0,0
20159,72276,1077942,2794,0,0
20160,73276,1077942,2473,0,4
20161,74276,1077942,2557,0,3
20162,75276,1077942,2282,0,2
20163,76276,1077942,2308,0,2
20164,77276,1077942,2512,0,1
20165,78276,1077942,2274,5,0
20166,79276,1077942,1955,54,0
20167,80276,1077942,1483,86,0
20168,81276,1077942,1105,46,0
20169,82276,1077942,1029,50,2
20170,83276,1077942,1114,30,2
20171,84276,1077942,1380,89,1
20172,85276,1077942,1680,61,0
20173,86276,1077942,1821,52,0
20174,87276,1077942,1996,29,0
20175,88276,1077942,2162,12,1
20176,89276,1077942,2124,13,0
20177,90276,1077942,2233,0,0
20178,91276,1077942,2259,0,6
20179,92276,1077942,2838,0,0
20180,93276,1077942,3090,0,0
20181,94276,1077942,3247,0,0
20182,95276,1077942,2979,0,0
20183,96276,1077942,2896,0,0
20184,97276,1077942,3089,0,0
20185,98276,1077942,3601,0,0
20186,99276,1077942,3854,0,0
20187,100276,1077942,3322,0,0
20188,101276,1077942,3321,0,0
20189,102276,1077942,3193,0,0
20190,103276,1077942,3308,0,0
20191,104276,1077942,3661,0,0
20192,105276,1077942,3531,0,0
20193,106276,1077942,3003,0,0
20194,107276,1077942,2905,0,0
20195,108276,1077942,3055,0,0
20196,109276,1077942,3290,0,0
20197,110276,1077942,3418,0,0
20198,111276,1077942,2852,0,0
20199,112276,1077942,1993,0,1
20200,113276,1077942,1636,15,11
20201,114276,1077942,1626,62,0
20202,115276,1077942,1825,15,1
20203,116276,1077942,2127,0,0
20204,117276,1077942,2117,0,1
20205,118276,1077942,1866,8,0
20206,119276,1077942,1582,33,1
20207,120276,1077942,1018,66,0
20208,121276,1077942,583,36,0
20209,122276,1077942,632,52,2
20210,123276,1077942,1083,71,0
20211,124276,1077942,1225,71,0
20212,125276,1077942,1222,59,0
20213,126276,1077942,1306,66,0
20214,127276,1077942,1517,17,2
20215,128276,1077942,1659,2,2
20216,129276,1077942,1438,50,2
20217,130276,1077942,1517,54,0
20218,131276,1077942,1199,76,0
20219,132276,1077942,1131,45,0
20220,133276,1077942,947,88,2
20221,134276,1077942,1096,87,0
20222,135276,1077942,1304,92,0
20223,136276,1077942,1581,56,1
20224,137276,1077942,1461,63,0
20225,138276,1077942,1422,38,1
20226,139276,1077942,1459,36,2
20227,140276,1077942,1562,83,0
20228,141276,1077942,1556,62,0
20229,142276,1077942,1287,66,0
20230,143276,1077942,1163,40,2
20231,144276,1077942,1167,35,1
20232,145276,1077942,1034,18,4
20233,146276,1077942,1081,29,4
20234,147276,1077942,1161,44,0
20235,148276,1077942,1017,89,2
20236,149276,1077942,948,49,1
20237,150276,1077942,863,29,0
20238,151276,1077942,752,78,3
20239,152276,1077942,661,45,4
20240,153276,1077942,692,23,2
20241,154276,1077942,701,12,0
20242,155276,1077942,552,35,1
20243,156276,1077942,767,31,0
20244,157276,1077942,752,15,0
20245,158276,1077942,698,45,0
20246,159276,1077942,639,14,0
20247,160276,1077942,724,3,0
20248,161276,1077942,776,22,0
20249,162276,1077942,697,5,0
20250,163276,1077942,710,20,0
20251,164276,1077942,683,18,0
20252,165276,1077942,570,3,0
20253,166276,1077942,515,0,16
20254,167276,1077942,504,0,84
20255,168276,1077942,504,0,100
20256,169276,1077942,504,5,75
20257,170276,1077942,521,0,0
20258,171276,1077942,603,12,0
20259,172276,1077942,706,9,0
20260,173276,1077942,747,5,0
20261,174276,1077942,730,8,0
20262,175276,1077942,729,33,0
20263,176276,1077942,751,73,0
20264,177276,1077942,719,53,0
20265,178276,1077942,676,25,0
20266,179276,1077942,680,70,0
20267,180276,1077942,654,43,0
20268,181276,1077942,597,30,0
20269,182276,1077942,510,38,0
20270,183276,1077942,495,2,0
20271,184276,1077942,546,54,0
20272,185276,1077942,590,16,0
20273,186276,1077942,517,42,0
20274,187276,1077942,557,79,0
20275,188276,1077942,539,69,0
20276,189276,1077942,501,80,0
20277,190276,1077942,527,93,0
20278,191276,1077942,500,91,0
20279,192276,1077942,477,75,1
20280,193276,1077942,410,12,0
20281,194276,1077942,396,6,0
20282,195276,1077942,375,11,0
20283,196276,1077942,356,41,12
20284,197276,1077942,437,34,0
20285,198276,1077942,532,40,0
20286,199276,1077942,423,25,0
20287,200276,1077942,443,20,0
20288,201276,1077942,466,49,0
20289,202276,1077942,587,75,0
20290,203276,1077942,572,35,0
20291,204276,1077942,567,25,0
20292,205276,1077942,576,49,0
20293,206276,1077942,601,77,0
20294,207276,1077942,568,54,0
20295,208276,1077942,525,35,0
20296,209276,1077942,497,45,1
20297,210276,1077942,423,0,0
20298,211276,1077942,405,0,0
20299,212276,1077942,384,1,0
20300,213276,1077942,439,42,0
20301,214276,1077942,482,56,0
20302,215276,1077942,357,35,9
20303,216276,1077942,305,0,6
20304,54276,1078942,2431,0,0
20305,55276,1078942,2346,0,2
20306,56276,1078942,2164,2,1
20307,57276,1078942,1828,65,1
20308,58276,1078942,1596,79,3
20309,59276,1078942,1321,57,5
20310,60276,1078942,1583,45,0
20311,61276,1078942,1177,26,1
20312,62276,1078942,1645,63,0
20313,63276,1078942,2150,6,0
20314,64276,1078942,2528,0,0
20315,65276,1078942,2793,0,0
20316,72276,1078942,2858,0,0
20317,73276,1078942,2725,0,0
20318,74276,1078942,2649,0,0
20319,75276,1078942,2384,0,0
20320,76276,1078942,2103,0,2
20321,77276,1078942,2309,0,0
20322,78276,1078942,2464,0,1
20323,79276,1078942,2350,6,0
20324,80276,1078942,1787,68,0
20325,81276,1078942,1317,55,0
20326,82276,1078942,1180,47,0
20327,83276,1078942,1066,6,3
20328,84276,1078942,1107,25,2
20329,85276,1078942,1214,61,0
20330,86276,1078942,1380,80,1
20331,87276,1078942,1350,56,5
20332,88276,1078942,1506,46,0
20333,89276,1078942,1757,11,1
20334,90276,1078942,1955,0,0
20335,91276,1078942,2142,0,0
20336,92276,1078942,2406,0,1
20337,93276,1078942,2636,0,1
20338,94276,1078942,2814,0,0
20339,95276,1078942,2850,0,0
20340,96276,1078942,2835,0,1
20341,97276,1078942,3199,0,0
20342,98276,1078942,3490,0,0
20343,99276,1078942,3240,0,0
20344,100276,1078942,3180,0,0
20345,101276,1078942,2930,0,0
20346,102276,1078942,2903,0,0
20347,103276,1078942,3311,0,0
20348,104276,1078942,3429,0,0
20349,105276,1078942,3090,0,0
20350,106276,1078942,3039,0,0
20351,107276,1078942,3185,0,0
20352,108276,1078942,3320,0,0
20353,109276,1078942,3442,0,0
20354,110276,1078942,3268,0,0
20355,111276,1078942,2950,0,0
20356,112276,1078942,2654,0,0
20357,113276,1078942,1990,7,3
20358,114276,1078942,1540,43,3
20359,115276,1078942,1621,36,1
20360,116276,1078942,1991,4,0
20361,117276,1078942,2217,0,0
20362,118276,1078942,1893,1,0
20363,119276,1078942,1481,52,1
20364,120276,1078942,1014,75,1
20365,121276,1078942,586,26,1
20366,122276,1078942,672,65,6
20367,123276,1078942,995,56,0
20368,124276,1078942,1026,72,0
20369,125276,1078942,997,80,0
20370,126276,1078942,821,49,2
20371,127276,1078942,1150,77,0
20372,128276,1078942,1539,52,0
20373,129276,1078942,1426,67,0
20374,130276,1078942,1181,69,1
20375,131276,1078942,910,78,0
20376,132276,1078942,852,31,0
20377,133276,1078942,782,57,5
20378,134276,1078942,960,80,1
20379,135276,1078942,1155,71,0
20380,136276,1078942,1250,89,1
20381,137276,1078942,1270,66,2
20382,138276,1078942,1461,44,0
20383,139276,1078942,1582,75,1
20384,140276,1078942,1432,67,0
20385,141276,1078942,1531,48,0
20386,142276,1078942,1603,93,0
20387,143276,1078942,1250,44,0
20388,144276,1078942,1230,47,0
20389,145276,1078942,1234,48,3
20390,146276,1078942,1292,44,0
20391,147276,1078942,1221,81,1
20392,148276,1078942,975,57,5
20393,149276,1078942,836,72,4
20394,150276,1078942,778,57,4
20395,151276,1078942,843,40,2
20396,152276,1078942,721,41,1
20397,153276,1078942,596,24,1
20398,154276,1078942,549,14,3
20399,155276,1078942,576,32,1
20400,156276,1078942,819,58,0
20401,157276,1078942,770,9,0
20402,158276,1078942,684,0,0
20403,159276,1078942,650,2,0
20404,160276,1078942,770,9,0
20405,161276,1078942,810,5,0
20406,162276,1078942,739,10,0
20407,163276,1078942,717,4,0
20408,164276,1078942,617,10,1
20409,165276,1078942,522,0,15
20410,166276,1078942,504,0,93
20411,167276,1078942,504,0,100
20412,168276,1078942,504,0,90
20413,169276,1078942,545,14,19
20414,170276,1078942,619,46,0
20415,171276,1078942,660,11,0
20416,172276,1078942,775,9,0
20417,173276,1078942,806,42,0
20418,174276,1078942,772,28,0
20419,175276,1078942,750,20,0
20420,176276,1078942,687,21,0
20421,177276,1078942,730,33,0
20422,178276,1078942,694,89,0
20423,179276,1078942,614,10,0
20424,180276,1078942,554,4,0
20425,181276,1078942,514,0,0
20426,182276,1078942,508,0,0
20427,183276,1078942,558,24,0
20428,184276,1078942,617,50,0
20429,185276,1078942,658,88,0
20430,186276,1078942,546,41,0
20431,187276,1078942,591,34,0
20432,188276,1078942,550,58,0
20433,189276,1078942,491,52,0
20434,190276,1078942,452,31,0
20435,191276,1078942,450,31,0
20436,192276,1078942,421,3,0
20437,193276,1078942,408,2,0
20438,194276,1078942,396,78,0
20439,195276,1078942,381,86,0
20440,196276,1078942,355,30,10
20441,197276,1078942,417,12,0
20442,198276,1078942,435,56,0
20443,199276,1078942,350,6,0
20444,200276,1078942,366,1,1
20445,201276,1078942,381,26,0
20446,202276,1078942,461,71,0
20447,203276,1078942,477,85,0
20448,204276,1078942,536,52,0
20449,205276,1078942,549,17,0
20450,206276,1078942,550,45,0
20451,207276,1078942,450,34,0
20452,208276,1078942,535,47,0
20453,209276,1078942,536,72,0
20454,210276,1078942,544,29,0
20455,211276,1078942,513,15,0
20456,212276,1078942,429,1,0
20457,213276,1078942,411,3,1
20458,214276,1078942,520,65,0
20459,215276,1078942,427,78,0
20460,216276,1078942,307,15,10
20461,54276,1079942,2458,0,0
20462,55276,1079942,2262,0,5
20463,56276,1079942,2044,13,0
20464,57276,1079942,1885,26,2
20465,58276,1079942,2015,43,1
20466,59276,1079942,1656,60,0
20467,60276,1079942,1184,61,1
20468,61276,1079942,1101,48,5
20469,62276,1079942,1725,49,0
20470,63276,1079942,2160,0,0
20471,64276,1079942,2634,0,0
20472,72276,1079942,2919,0,0
20473,73276,1079942,2814,0,0
20474,74276,1079942,2487,0,0
20475,75276,1079942,2417,0,2
20476,76276,1079942,2219,6,2
20477,77276,1079942,2008,27,1
20478,78276,1079942,2365,0,0
20479,79276,1079942,2238,13,0
20480,80276,1079942,1684,68,1
20481,81276,1079942,1303,69,1
20482,82276,1079942,1440,56,0
20483,83276,1079942,1343,68,0
20484,84276,1079942,1195,49,1
20485,85276,1079942,1213,67,3
20486,86276,1079942,1183,35,6
20487,87276,1079942,1401,23,0
20488,88276,1079942,1666,33,3
20489,89276,1079942,2046,3,0
20490,90276,1079942,2435,0,0
20491,91276,1079942,2421,0,0
20492,92276,1079942,2390,0,0
20493,93276,1079942,2437,0,0
20494,94276,1079942,2566,0,0
20495,95276,1079942,2752,0,0
20496,96276,1079942,2943,0,0
20497,97276,1079942,3306,0,0
20498,98276,1079942,3341,0,0
20499,99276,1079942,2903,0,0
20500,100276,1079942,2702,0,0
20501,101276,1079942,2787,0,0
20502,102276,1079942,3184,0,0
20503,103276,1079942,3202,0,0
20504,104276,1079942,2916,0,0
20505,105276,1079942,2735,0,0
20506,106276,1079942,3012,0,0
20507,107276,1079942,3367,0,0
20508,108276,1079942,3197,0,0
20509,109276,1079942,3266,0,0
20510,110276,1079942,3055,0,0
20511,111276,1079942,2889,0,0
20512,112276,1079942,2737,0,0
20513,113276,1079942,2392,0,0
20514,114276,1079942,1688,32,1
20515,115276,1079942,1412,55,3
20516,116276,1079942,1680,63,0
20517,117276,1079942,1892,15,0
20518,118276,1079942,1761,36,1
20519,119276,1079942,1271,76,0
20520,120276,1079942,715,65,0
20521,121276,1079942,582,1,3
20522,122276,1079942,713,62,1
20523,123276,1079942,1112,83,0
20524,124276,1079942,1004,59,0
20525,125276,1079942,917,60,0
20526,126276,1079942,710,9,8
20527,127276,1079942,708,20,41
20528,128276,1079942,894,37,16
20529,129276,1079942,1101,50,0
20530,130276,1079942,1070,72,1
20531,131276,1079942,673,44,0
20532,132276,1079942,562,26,8
20533,133276,1079942,605,58,3
20534,134276,1079942,756,26,0
20535,135276,1079942,940,36,0
20536,136276,1079942,1006,88,1
20537,137276,1079942,1191,53,0
20538,138276,1079942,1408,60,0
20539,139276,1079942,1598,84,0
20540,140276,1079942,1482,79,0
20541,141276,1079942,1373,50,2
20542,142276,1079942,1485,61,0
20543,143276,1079942,1543,41,0
20544,144276,1079942,1457,44,1
20545,145276,1079942,1511,75,1
20546,146276,1079942,1625,49,0
20547,147276,1079942,1334,86,0
20548,148276,1079942,1111,83,0
20549,149276,1079942,1028,48,0
20550,150276,1079942,815,90,0
20551,151276,1079942,865,34,2
20552,152276,1079942,841,22,0
20553,153276,1079942,624,6,0
20554,154276,1079942,523,8,3
20555,155276,1079942,663,19,1
20556,156276,1079942,809,51,0
20557,157276,1079942,726,35,0
20558,158276,1079942,672,1,0
20559,159276,1079942,741,39,0
20560,160276,1079942,792,13,0
20561,161276,1079942,792,30,0
20562,162276,1079942,764,37,0
20563,163276,1079942,645,1,0
20564,164276,1079942,539,6,6
20565,165276,1079942,504,0,88
20566,166276,1079942,504,0,100
20567,167276,1079942,504,0,90
20568,168276,1079942,562,6,13
20569,169276,1079942,660,26,0
20570,170276,1079942,683,0,0
20571,171276,1079942,677,4,0
20572,172276,1079942,693,3,0
20573,173276,1079942,705,5,0
20574,174276,1079942,702,3,0
20575,175276,1079942,672,0,0
20576,176276,1079942,746,25,0
20577,177276,1079942,844,92,0
20578,178276,1079942,706,69,0
20579,179276,1079942,570,7,0
20580,180276,1079942,516,0,0
20581,181276,1079942,511,4,0
20582,182276,1079942,559,5,0
20583,183276,1079942,619,33,0
20584,184276,1079942,716,83,0
20585,185276,1079942,638,28,0
20586,186276,1079942,569,0,0
20587,187276,1079942,539,6,0
20588,188276,1079942,485,16,0
20589,189276,1079942,445,0,0
20590,190276,1079942,451,23,0
20591,191276,1079942,439,74,0
20592,192276,1079942,430,26,0
20593,193276,1079942,414,11,0
20594,194276,1079942,401,37,0
20595,195276,1079942,392,70,0
20596,196276,1079942,361,30,3
20597,197276,1079942,352,15,11
20598,198276,1079942,349,21,12
20599,199276,1079942,349,16,19
20600,200276,1079942,347,14,23
20601,201276,1079942,345,15,25
20602,202276,1079942,356,21,13
20603,203276,1079942,404,11,1
20604,204276,1079942,512,15,0
20605,205276,1079942,500,16,0
20606,206276,1079942,543,26,0
20607,207276,1079942,453,49,0
20608,208276,1079942,529,88,0
20609,209276,1079942,559,88,0
20610,210276,1079942,537,54,0
20611,211276,1079942,443,2,0
20612,212276,1079942,462,5,0
20613,213276,1079942,472,6,0
20614,214276,1079942,522,19,0
20615,215276,1079942,519,92,0
20616,216276,1079942,312,12,3
20617,217276,1079942,304,0,1
20618,55276,1080942,2304,0,0
20619,56276,1080942,2184,0,0
20620,57276,1080942,2164,0,0
20621,58276,1080942,2273,0,0
20622,59276,1080942,2183,26,0
20623,60276,1080942,1619,31,0
20624,61276,1080942,1023,5,0
20625,62276,1080942,1327,0,0
20626,72276,1080942,2741,0,0
20627,73276,1080942,2385,0,0
20628,74276,1080942,2385,0,0
20629,75276,1080942,2217,0,1
20630,76276,1080942,2189,5,0
20631,77276,1080942,1894,47,1
20632,78276,1080942,2059,18,0
20633,79276,1080942,1715,51,1
20634,80276,1080942,1461,48,4
20635,81276,1080942,1631,80,0
20636,82276,1080942,1562,65,0
20637,83276,1080942,1751,70,0
20638,84276,1080942,1402,58,1
20639,85276,1080942,1244,44,3
20640,86276,1080942,1432,42,0
20641,87276,1080942,1668,24,0
20642,88276,1080942,1967,25,0
20643,89276,1080942,2375,0,0
20644,90276,1080942,2599,0,0
20645,91276,1080942,2821,0,2
20646,92276,1080942,2931,0,0
20647,93276,1080942,2981,0,0
20648,94276,1080942,2987,0,0
20649,95276,1080942,2892,0,0
20650,96276,1080942,2942,0,0
20651,97276,1080942,3107,0,0
20652,98276,1080942,3233,0,0
20653,99276,1080942,2842,0,0
20654,100276,1080942,2631,0,0
20655,101276,1080942,2805,0,0
20656,102276,1080942,3036,0,0
20657,103276,1080942,2726,0,0
20658,104276,1080942,2597,0,0
20659,105276,1080942,2722,0,0
20660,106276,1080942,3165,0,0
20661,107276,1080942,3047,0,0
20662,108276,1080942,2895,0,0
20663,109276,1080942,3041,0,0
20664,110276,1080942,3048,0,0
20665,111276,1080942,2952,0,0
20666,112276,1080942,2496,0,0
20667,113276,1080942,2086,0,0
20668,114276,1080942,1754,25,1
20669,115276,1080942,1466,68,1
