,northing,easting,elevation,forest
24868,97276,1109942,1475,35
24869,98276,1109942,1980,7
24870,99276,1109942,2303,0
24871,100276,1109942,2574,0
24872,101276,1109942,2422,0
24873,102276,1109942,2172,0
24874,103276,1109942,2357,0
24875,104276,1109942,2400,0
24876,105276,1109942,2391,0
24877,106276,1109942,2088,7
24878,107276,1109942,1649,26
24879,108276,1109942,1650,2
24880,109276,1109942,2139,1
24881,110276,1109942,2563,0
24882,111276,1109942,2329,0
24883,112276,1109942,1742,66
24884,113276,1109942,1375,47
24885,114276,1109942,1985,5
24886,115276,1109942,2300,0
24887,116276,1109942,2463,0
24888,117276,1109942,2542,0
24889,118276,1109942,2151,6
24890,119276,1109942,1736,19
24891,120276,1109942,1540,50
24892,121276,1109942,1569,10
24893,122276,1109942,2108,0
24894,123276,1109942,2534,0
24895,124276,1109942,2659,0
24896,125276,1109942,2651,0
24897,126276,1109942,2771,0
24898,127276,1109942,2644,0
24899,128276,1109942,2195,0
24900,129276,1109942,2096,0
24901,130276,1109942,2689,0
24902,131276,1109942,2340,0
24903,132276,1109942,2233,0
24904,133276,1109942,2597,0
24905,134276,1109942,2707,0
24906,135276,1109942,2606,0
24907,136276,1109942,2208,0
24908,137276,1109942,1504,7
24909,138276,1109942,1446,22
24910,139276,1109942,1572,13
24911,140276,1109942,1417,51
24912,141276,1109942,950,57
24913,142276,1109942,1687,22
24914,143276,1109942,1749,1
24915,144276,1109942,1600,0
24916,145276,1109942,1451,35
24917,146276,1109942,844,63
24918,147276,1109942,888,88
24919,148276,1109942,434,10
24920,149276,1109942,434,8
24921,150276,1109942,830,75
24922,151276,1109942,1226,69
24923,152276,1109942,1162,46
24924,153276,1109942,1215,52
24925,154276,1109942,768,65
24926,155276,1109942,584,13
24927,156276,1109942,516,12
24928,157276,1109942,547,36
24929,158276,1109942,876,45
24930,159276,1109942,1151,63
24931,160276,1109942,1110,43
24932,161276,1109942,1030,58
24933,162276,1109942,1071,51
24934,163276,1109942,1058,79
24935,164276,1109942,957,71
24936,165276,1109942,839,65
24937,166276,1109942,787,41
24938,167276,1109942,774,66
24939,168276,1109942,770,30
24940,169276,1109942,695,9
24941,170276,1109942,630,25
24942,171276,1109942,584,43
24943,172276,1109942,519,83
24944,173276,1109942,551,95
24945,174276,1109942,525,44
24946,175276,1109942,574,14
24947,176276,1109942,653,11
24948,177276,1109942,750,26
24949,178276,1109942,812,82
24950,179276,1109942,618,98
24951,180276,1109942,553,84
24952,181276,1109942,526,77
24953,182276,1109942,539,48
24954,183276,1109942,527,6
24955,184276,1109942,474,4
24956,185276,1109942,422,0
24957,186276,1109942,406,0
24958,187276,1109942,406,0
24959,188276,1109942,406,0
24960,189276,1109942,406,0
24961,190276,1109942,412,0
24962,191276,1109942,428,0
24963,192276,1109942,457,1
24964,193276,1109942,537,1
24965,194276,1109942,618,78
24966,195276,1109942,515,62
24967,196276,1109942,431,1
24968,197276,1109942,426,0
24969,198276,1109942,433,0
24970,199276,1109942,426,10
24971,200276,1109942,422,3
24972,201276,1109942,426,0
24973,202276,1109942,424,10
24974,203276,1109942,430,19
24975,204276,1109942,469,6
24976,205276,1109942,504,41
24977,206276,1109942,501,41
24978,207276,1109942,524,48
24979,208276,1109942,491,5
24980,209276,1109942,517,17
24981,210276,1109942,500,51
24982,211276,1109942,399,51
24983,212276,1109942,385,18
24984,213276,1109942,427,34
24985,214276,1109942,478,12
24986,215276,1109942,441,9
24987,216276,1109942,429,25
24988,217276,1109942,420,59
24989,218276,1109942,443,27
24990,219276,1109942,473,36
24991,220276,1109942,499,15
24992,225276,1109942,549,67
24993,226276,1109942,541,92
24994,227276,1109942,437,7
24995,228276,1109942,442,0
24996,229276,1109942,565,73
24997,230276,1109942,561,56
24998,231276,1109942,629,74
24999,232276,1109942,709,92
25000,233276,1109942,740,78
25001,234276,1109942,814,90
25002,235276,1109942,823,97
25003,236276,1109942,857,82
25004,237276,1109942,882,65
25005,239276,1109942,767,70
25006,240276,1109942,768,55
25007,61276,1110942,1090,25
25008,62276,1110942,1363,75
25009,63276,1110942,1753,33
25010,64276,1110942,1979,12
25011,65276,1110942,1590,89
25012,66276,1110942,1191,44
25013,67276,1110942,1803,21
25014,68276,1110942,2230,0
25015,69276,1110942,2201,12
25016,70276,1110942,1548,46
25017,71276,1110942,1625,74
25018,72276,1110942,1283,84
25019,73276,1110942,883,71
25020,74276,1110942,1082,70
25021,75276,1110942,1491,67
25022,76276,1110942,1935,30
25023,77276,1110942,2264,0
25024,78276,1110942,2064,0
25025,79276,1110942,1915,37
25026,80276,1110942,1202,89
25027,81276,1110942,769,67
25028,82276,1110942,967,50
25029,83276,1110942,1263,41
25030,84276,1110942,1647,29
25031,85276,1110942,1923,21
25032,86276,1110942,2134,0
25033,87276,1110942,2500,0
25034,88276,1110942,2614,0
25035,89276,1110942,2696,0
25036,90276,1110942,2431,0
25037,91276,1110942,2451,0
25038,92276,1110942,2460,0
25039,93276,1110942,2280,0
25040,94276,1110942,2204,0
25041,95276,1110942,2059,0
25042,96276,1110942,1702,31
25043,97276,1110942,1340,50
25044,98276,1110942,1821,34
25045,99276,1110942,2307,0
25046,100276,1110942,2497,0
25047,101276,1110942,2271,0
25048,102276,1110942,2050,0
25049,103276,1110942,2036,0
25050,104276,1110942,2098,0
25051,105276,1110942,2043,1
25052,106276,1110942,2119,0
25053,107276,1110942,1900,30
25054,108276,1110942,1529,12
25055,109276,1110942,1961,5
25056,110276,1110942,2212,0
25057,111276,1110942,2404,0
25058,112276,1110942,1875,46
25059,113276,1110942,1288,50
25060,114276,1110942,1715,44
25061,115276,1110942,2134,0
25062,116276,1110942,2155,0
25063,117276,1110942,2322,0
25064,118276,1110942,2285,3
25065,119276,1110942,1620,47
25066,120276,1110942,1368,14
25067,121276,1110942,1796,0
25068,122276,1110942,2300,0
25069,123276,1110942,2211,1
25070,124276,1110942,2006,0
25071,125276,1110942,2218,0
25072,126276,1110942,2609,0
25073,127276,1110942,2630,0
25074,128276,1110942,2121,0
25075,129276,1110942,1713,2
25076,130276,1110942,2164,0
25077,131276,1110942,2262,0
25078,132276,1110942,2069,0
25079,133276,1110942,2010,0
25080,134276,1110942,2059,0
25081,135276,1110942,2357,0
25082,136276,1110942,2292,0
25083,137276,1110942,1603,3
25084,138276,1110942,1308,40
25085,139276,1110942,1189,57
25086,140276,1110942,1009,70
25087,141276,1110942,947,61
25088,142276,1110942,1255,41
25089,143276,1110942,1430,42
25090,144276,1110942,1344,36
25091,145276,1110942,1474,29
25092,146276,1110942,870,69
25093,147276,1110942,987,92
25094,148276,1110942,548,28
25095,149276,1110942,434,0
25096,150276,1110942,469,50
25097,151276,1110942,1095,81
25098,152276,1110942,1355,41
25099,153276,1110942,1041,53
25100,154276,1110942,640,49
25101,155276,1110942,513,20
25102,156276,1110942,506,63
25103,157276,1110942,634,74
25104,158276,1110942,920,60
25105,159276,1110942,1265,30
25106,160276,1110942,1425,66
25107,161276,1110942,1162,82
25108,162276,1110942,983,84
25109,163276,1110942,978,72
25110,164276,1110942,895,48
25111,165276,1110942,769,8
25112,166276,1110942,750,15
25113,167276,1110942,737,39
25114,168276,1110942,740,30
25115,169276,1110942,737,20
25116,170276,1110942,701,15
25117,171276,1110942,700,17
25118,172276,1110942,638,17
25119,173276,1110942,634,10
25120,174276,1110942,565,22
25121,175276,1110942,594,10
25122,176276,1110942,666,70
25123,177276,1110942,681,96
25124,178276,1110942,573,88
25125,179276,1110942,555,84
25126,180276,1110942,596,91
25127,181276,1110942,574,61
25128,182276,1110942,479,19
25129,183276,1110942,447,2
25130,184276,1110942,406,1
25131,185276,1110942,406,0
25132,186276,1110942,406,0
25133,187276,1110942,406,0
25134,188276,1110942,411,2
25135,189276,1110942,447,0
25136,190276,1110942,465,14
25137,191276,1110942,488,28
25138,192276,1110942,554,28
25139,193276,1110942,604,32
25140,194276,1110942,608,90
25141,195276,1110942,488,59
25142,196276,1110942,429,0
25143,197276,1110942,425,10
25144,198276,1110942,430,3
25145,199276,1110942,436,9
25146,200276,1110942,441,11
25147,201276,1110942,434,4
25148,202276,1110942,436,0
25149,203276,1110942,493,69
25150,204276,1110942,528,40
25151,205276,1110942,557,64
25152,206276,1110942,575,86
25153,207276,1110942,565,58
25154,208276,1110942,545,51
25155,209276,1110942,473,44
25156,210276,1110942,380,6
25157,211276,1110942,427,22
25158,212276,1110942,506,36
25159,213276,1110942,479,79
25160,214276,1110942,421,51
25161,215276,1110942,350,4
25162,216276,1110942,352,20
25163,217276,1110942,404,14
25164,219276,1110942,464,7
25165,224276,1110942,465,13
25166,225276,1110942,505,78
25167,226276,1110942,521,91
25168,227276,1110942,490,56
25169,228276,1110942,446,2
25170,229276,1110942,528,53
25171,230276,1110942,614,70
25172,231276,1110942,662,81
25173,232276,1110942,636,38
25174,233276,1110942,719,52
25175,234276,1110942,754,91
25176,235276,1110942,742,90
25177,236276,1110942,793,57
25178,237276,1110942,846,81
25179,238276,1110942,783,71
25180,239276,1110942,722,63
25181,240276,1110942,744,17
25182,60276,1111942,1298,39
25183,61276,1111942,1077,77
25184,62276,1111942,1350,59
25185,63276,1111942,1696,59
25186,64276,1111942,1813,37
25187,65276,1111942,1362,81
25188,66276,1111942,1278,60
25189,67276,1111942,1892,9
25190,68276,1111942,2103,0
25191,69276,1111942,2170,1
25192,70276,1111942,1989,16
25193,71276,1111942,1998,42
25194,72276,1111942,1631,60
25195,73276,1111942,965,80
25196,74276,1111942,1191,78
25197,75276,1111942,1682,43
25198,76276,1111942,2172,2
25199,77276,1111942,2078,10
25200,78276,1111942,1685,40
25201,79276,1111942,1554,63
25202,80276,1111942,808,56
25203,81276,1111942,1019,43
25204,82276,1111942,1636,35
25205,83276,1111942,1763,33
25206,84276,1111942,1918,9
25207,85276,1111942,2416,0
25208,86276,1111942,2431,0
25209,87276,1111942,2184,0
25210,88276,1111942,2301,0
25211,89276,1111942,2342,0
25212,90276,1111942,2424,0
25213,91276,1111942,2232,0
25214,92276,1111942,2360,0
25215,93276,1111942,2388,0
25216,94276,1111942,2539,0
25217,95276,1111942,2060,4
25218,96276,1111942,1745,21
25219,97276,1111942,1355,55
25220,98276,1111942,1637,55
25221,99276,1111942,2032,2
25222,100276,1111942,1980,12
25223,101276,1111942,2093,0
25224,102276,1111942,2202,0
25225,103276,1111942,2207,0
25226,104276,1111942,2242,0
25227,105276,1111942,1917,20
25228,106276,1111942,1727,32
25229,107276,1111942,1686,25
25230,108276,1111942,1524,35
25231,109276,1111942,1525,6
25232,110276,1111942,1818,8
25233,111276,1111942,2144,0
25234,112276,1111942,2039,22
25235,113276,1111942,1361,72
25236,114276,1111942,1525,62
25237,115276,1111942,2000,15
25238,116276,1111942,2000,14
25239,117276,1111942,2019,18
25240,118276,1111942,2093,23
25241,119276,1111942,1354,47
25242,120276,1111942,1502,19
25243,121276,1111942,2037,3
25244,122276,1111942,2351,1
25245,123276,1111942,1797,19
25246,124276,1111942,2116,1
25247,125276,1111942,2477,0
25248,126276,1111942,2702,0
25249,127276,1111942,2579,0
25250,128276,1111942,1924,4
25251,129276,1111942,1686,38
25252,130276,1111942,1848,10
25253,131276,1111942,2409,0
25254,132276,1111942,1713,6
25255,133276,1111942,1766,7
25256,134276,1111942,1549,12
25257,135276,1111942,1446,8
25258,136276,1111942,2071,0
25259,137276,1111942,2194,0
25260,138276,1111942,1625,30
25261,139276,1111942,1305,63
25262,140276,1111942,1217,73
25263,141276,1111942,851,69
25264,142276,1111942,942,82
25265,143276,1111942,586,53
25266,144276,1111942,720,58
25267,145276,1111942,1056,51
25268,146276,1111942,780,22
25269,147276,1111942,963,58
25270,148276,1111942,752,46
25271,149276,1111942,434,3
25272,150276,1111942,434,1
25273,151276,1111942,763,78
25274,152276,1111942,1214,57
25275,153276,1111942,879,54
25276,154276,1111942,572,11
25277,155276,1111942,462,3
25278,156276,1111942,480,5
25279,157276,1111942,701,12
25280,158276,1111942,954,19
25281,159276,1111942,1236,46
25282,160276,1111942,1445,59
25283,161276,1111942,1127,98
25284,162276,1111942,909,81
25285,163276,1111942,849,34
25286,164276,1111942,769,0
25287,165276,1111942,747,0
25288,166276,1111942,732,3
25289,167276,1111942,858,40
25290,168276,1111942,884,8
25291,169276,1111942,854,2
25292,170276,1111942,816,5
25293,171276,1111942,768,0
25294,172276,1111942,724,7
25295,173276,1111942,667,18
25296,174276,1111942,619,21
25297,175276,1111942,559,32
25298,176276,1111942,576,54
25299,177276,1111942,607,59
25300,178276,1111942,632,32
25301,179276,1111942,636,27
25302,180276,1111942,510,23
25303,181276,1111942,433,0
25304,182276,1111942,406,0
25305,183276,1111942,406,0
25306,184276,1111942,406,0
25307,185276,1111942,406,0
25308,186276,1111942,419,1
25309,187276,1111942,472,21
25310,188276,1111942,506,37
25311,189276,1111942,526,26
25312,190276,1111942,530,26
25313,191276,1111942,581,61
25314,192276,1111942,645,82
25315,193276,1111942,605,71
25316,194276,1111942,529,69
25317,195276,1111942,447,9
25318,196276,1111942,428,11
25319,197276,1111942,437,0
25320,198276,1111942,464,14
25321,199276,1111942,458,68
25322,200276,1111942,467,36
25323,201276,1111942,442,0
25324,202276,1111942,467,15
25325,203276,1111942,514,10
25326,204276,1111942,530,26
25327,205276,1111942,514,19
25328,206276,1111942,520,23
25329,207276,1111942,455,38
25330,208276,1111942,423,29
25331,209276,1111942,408,29
25332,210276,1111942,418,10
25333,211276,1111942,581,94
25334,212276,1111942,587,91
25335,213276,1111942,548,82
25336,214276,1111942,423,12
25337,215276,1111942,345,0
25338,216276,1111942,347,11
25339,217276,1111942,355,43
25340,218276,1111942,353,9
25341,225276,1111942,449,18
25342,226276,1111942,476,69
25343,227276,1111942,494,70
25344,228276,1111942,447,23
25345,229276,1111942,588,57
25346,230276,1111942,592,74
25347,231276,1111942,619,84
25348,232276,1111942,615,32
25349,233276,1111942,689,60
25350,234276,1111942,704,90
25351,235276,1111942,719,76
25352,236276,1111942,679,54
25353,237276,1111942,796,65
25354,238276,1111942,743,76
25355,239276,1111942,711,63
25356,240276,1111942,756,3
25357,58276,1112942,1188,26
25358,59276,1112942,1608,44
25359,60276,1112942,1583,88
25360,61276,1112942,1137,93
25361,62276,1112942,1100,67
25362,63276,1112942,1453,59
25363,64276,1112942,1664,69
25364,65276,1112942,1143,67
25365,66276,1112942,1443,65
25366,67276,1112942,1819,24
25367,68276,1112942,1802,21
25368,69276,1112942,2061,0
25369,70276,1112942,2067,1
25370,71276,1112942,1774,41
25371,72276,1112942,1712,54
25372,73276,1112942,817,75
25373,74276,1112942,986,82
25374,75276,1112942,1605,46
25375,76276,1112942,1946,16
25376,77276,1112942,1832,19
25377,78276,1112942,1562,67
25378,79276,1112942,1005,61
25379,80276,1112942,798,47
25380,81276,1112942,1462,25
25381,82276,1112942,2054,7
25382,83276,1112942,2381,0
25383,84276,1112942,2317,1
25384,85276,1112942,2144,1
25385,86276,1112942,2235,0
25386,87276,1112942,1905,12
25387,88276,1112942,2046,0
25388,89276,1112942,2053,4
25389,90276,1112942,2197,0
25390,91276,1112942,2169,0
25391,92276,1112942,2377,0
25392,93276,1112942,2248,0
25393,94276,1112942,2431,0
25394,95276,1112942,2401,0
25395,96276,1112942,1947,19
25396,97276,1112942,1531,70
25397,98276,1112942,1353,56
25398,99276,1112942,1711,20
25399,100276,1112942,1987,10
25400,101276,1112942,2155,0
25401,102276,1112942,2528,0
25402,103276,1112942,2443,0
25403,104276,1112942,2564,0
25404,105276,1112942,2125,8
25405,106276,1112942,2255,5
25406,107276,1112942,2129,15
25407,108276,1112942,1812,39
25408,109276,1112942,1453,32
25409,110276,1112942,1438,9
25410,111276,1112942,1709,17
25411,112276,1112942,1497,50
25412,113276,1112942,1343,66
25413,114276,1112942,1281,63
25414,115276,1112942,1643,72
25415,116276,1112942,1534,74
25416,117276,1112942,1513,73
25417,118276,1112942,1559,72
25418,119276,1112942,1249,63
25419,120276,1112942,1794,34
25420,121276,1112942,2157,2
25421,122276,1112942,1856,9
25422,123276,1112942,1746,4
25423,124276,1112942,2275,0
25424,125276,1112942,2501,0
25425,126276,1112942,2557,0
25426,127276,1112942,2612,0
25427,128276,1112942,2195,0
25428,129276,1112942,1719,51
25429,130276,1112942,1500,27
25430,131276,1112942,2315,0
25431,132276,1112942,1755,9
25432,133276,1112942,1644,6
25433,134276,1112942,1714,23
25434,135276,1112942,1305,76
25435,136276,1112942,1413,46
25436,137276,1112942,1478,29
25437,138276,1112942,1141,49
25438,139276,1112942,786,85
25439,140276,1112942,764,80
25440,141276,1112942,713,73
25441,142276,1112942,595,46
25442,143276,1112942,434,2
25443,144276,1112942,434,10
25444,145276,1112942,453,22
25445,146276,1112942,809,28
25446,147276,1112942,782,54
25447,148276,1112942,714,46
25448,149276,1112942,535,33
25449,150276,1112942,434,0
25450,151276,1112942,545,42
25451,152276,1112942,1122,64
25452,153276,1112942,810,21
25453,154276,1112942,487,0
25454,155276,1112942,447,4
25455,156276,1112942,474,19
25456,157276,1112942,676,8
25457,158276,1112942,876,16
25458,159276,1112942,1117,28
25459,160276,1112942,1430,45
25460,161276,1112942,1211,95
25461,162276,1112942,969,93
25462,163276,1112942,1017,81
25463,164276,1112942,768,26
25464,165276,1112942,730,0
25465,166276,1112942,735,12
25466,167276,1112942,938,42
25467,168276,1112942,957,46
25468,169276,1112942,833,1
25469,170276,1112942,806,4
25470,171276,1112942,799,12
25471,172276,1112942,709,7
25472,173276,1112942,667,19
25473,174276,1112942,598,20
25474,175276,1112942,665,7
25475,176276,1112942,722,12
25476,177276,1112942,697,0
25477,178276,1112942,640,29
25478,179276,1112942,500,11
25479,180276,1112942,407,0
25480,181276,1112942,406,0
25481,182276,1112942,406,0
25482,183276,1112942,406,0
25483,184276,1112942,416,5
25484,185276,1112942,483,4
25485,186276,1112942,510,35
25486,187276,1112942,555,18
25487,188276,1112942,603,76
25488,189276,1112942,598,38
25489,190276,1112942,591,24
25490,191276,1112942,613,18
25491,192276,1112942,664,98
25492,193276,1112942,584,41
25493,194276,1112942,472,24
25494,195276,1112942,436,3
25495,196276,1112942,429,7
25496,197276,1112942,459,0
25497,198276,1112942,472,50
25498,199276,1112942,472,100
25499,200276,1112942,474,63
25500,201276,1112942,455,5
25501,202276,1112942,498,29
25502,203276,1112942,537,37
25503,204276,1112942,564,75
25504,205276,1112942,459,19
25505,206276,1112942,435,1
25506,207276,1112942,430,0
25507,208276,1112942,430,19
25508,209276,1112942,421,42
25509,210276,1112942,479,36
25510,211276,1112942,667,100
25511,212276,1112942,579,66
25512,213276,1112942,455,24
25513,214276,1112942,402,9
25514,215276,1112942,353,0
25515,216276,1112942,352,20
25516,217276,1112942,348,52
25517,218276,1112942,358,24
25518,219276,1112942,361,23
25519,220276,1112942,380,34
25520,221276,1112942,387,9
25521,222276,1112942,370,7
25522,223276,1112942,366,1
25523,224276,1112942,388,1
25524,225276,1112942,399,9
25525,226276,1112942,439,32
25526,227276,1112942,507,91
25527,228276,1112942,502,70
25528,229276,1112942,556,47
25529,230276,1112942,590,41
25530,231276,1112942,561,75
25531,232276,1112942,619,81
25532,233276,1112942,641,79
25533,234276,1112942,683,63
25534,235276,1112942,560,23
25535,236276,1112942,608,35
25536,237276,1112942,760,52
25537,238276,1112942,732,71
25538,239276,1112942,665,31
25539,240276,1112942,738,5
25540,57276,1113942,829,9
25541,58276,1113942,1100,74
25542,59276,1113942,1691,25
25543,60276,1113942,1590,88
25544,61276,1113942,1271,95
25545,62276,1113942,991,78
25546,63276,1113942,1354,82
25547,64276,1113942,1622,59
25548,65276,1113942,1077,65
25549,66276,1113942,1249,46
25550,67276,1113942,1442,41
25551,68276,1113942,1608,44
25552,69276,1113942,1919,16
25553,70276,1113942,1915,10
25554,71276,1113942,1564,69
25555,72276,1113942,1391,92
25556,73276,1113942,962,78
25557,74276,1113942,707,64
25558,75276,1113942,1099,78
25559,76276,1113942,1339,78
25560,77276,1113942,1435,83
25561,78276,1113942,1046,74
25562,79276,1113942,720,55
25563,80276,1113942,1188,28
25564,81276,1113942,1702,25
25565,82276,1113942,2404,0
25566,83276,1113942,2059,0
25567,84276,1113942,1996,2
25568,85276,1113942,1782,48
25569,86276,1113942,1697,40
25570,87276,1113942,1577,38
25571,88276,1113942,1691,7
25572,89276,1113942,1801,28
25573,90276,1113942,1844,5
25574,91276,1113942,2204,0
25575,92276,1113942,2282,0
25576,93276,1113942,2099,6
25577,94276,1113942,2190,3
25578,95276,1113942,2437,0
25579,96276,1113942,1963,6
25580,97276,1113942,1600,80
25581,98276,1113942,1230,32
25582,99276,1113942,1552,6
25583,100276,1113942,2159,2
25584,101276,1113942,2237,0
25585,102276,1113942,2363,0
25586,103276,1113942,2631,0
25587,104276,1113942,2416,0
25588,105276,1113942,2462,0
25589,106276,1113942,2684,0
25590,107276,1113942,2374,0
25591,108276,1113942,2115,6
25592,109276,1113942,1779,54
25593,110276,1113942,1443,8
25594,111276,1113942,1519,21
25595,112276,1113942,1780,24
25596,113276,1113942,1518,46
25597,114276,1113942,1128,43
25598,115276,1113942,1139,55
25599,116276,1113942,1098,47
25600,117276,1113942,1020,41
25601,118276,1113942,1047,52
25602,119276,1113942,1338,71
25603,120276,1113942,1741,27
25604,121276,1113942,1616,27
25605,122276,1113942,1623,11
25606,123276,1113942,2147,0
25607,124276,1113942,2026,5
25608,125276,1113942,2203,0
25609,126276,1113942,2297,0
25610,127276,1113942,2384,0
25611,128276,1113942,2104,4
25612,129276,1113942,1521,65
25613,130276,1113942,1162,45
25614,131276,1113942,1944,2
25615,132276,1113942,1862,18
25616,133276,1113942,1478,36
25617,134276,1113942,1552,35
25618,135276,1113942,1523,68
25619,136276,1113942,1096,89
25620,137276,1113942,862,87
25621,138276,1113942,528,55
25622,139276,1113942,434,5
25623,140276,1113942,434,0
25624,141276,1113942,434,2
25625,142276,1113942,434,3
25626,143276,1113942,434,0
25627,144276,1113942,434,0
25628,145276,1113942,434,0
25629,146276,1113942,434,0
25630,147276,1113942,434,0
25631,148276,1113942,434,0
25632,149276,1113942,434,5
25633,150276,1113942,435,0
25634,151276,1113942,456,28
25635,152276,1113942,873,86
25636,153276,1113942,755,64
25637,154276,1113942,447,13
25638,155276,1113942,450,2
25639,156276,1113942,463,3
25640,157276,1113942,640,23
25641,158276,1113942,821,14
25642,159276,1113942,971,19
25643,160276,1113942,1196,45
25644,161276,1113942,1288,71
25645,162276,1113942,1111,78
25646,163276,1113942,1088,86
25647,164276,1113942,740,39
25648,165276,1113942,724,0
25649,166276,1113942,754,2
25650,167276,1113942,959,30
25651,168276,1113942,1015,44
25652,169276,1113942,836,5
25653,170276,1113942,800,2
25654,171276,1113942,729,5
25655,172276,1113942,704,0
25656,173276,1113942,629,27
25657,174276,1113942,651,11
25658,175276,1113942,701,3
25659,176276,1113942,680,18
25660,177276,1113942,648,17
25661,178276,1113942,526,21
25662,179276,1113942,442,4
25663,180276,1113942,406,0
25664,181276,1113942,406,0
25665,182276,1113942,406,0
25666,183276,1113942,471,0
25667,184276,1113942,548,11
25668,185276,1113942,580,28
25669,186276,1113942,603,85
25670,187276,1113942,586,39
25671,188276,1113942,645,42
25672,189276,1113942,621,14
25673,190276,1113942,638,64
25674,191276,1113942,627,71
25675,192276,1113942,595,80
25676,193276,1113942,509,71
25677,194276,1113942,440,9
25678,195276,1113942,436,0
25679,196276,1113942,437,14
25680,197276,1113942,449,1
25681,198276,1113942,466,14
25682,199276,1113942,471,79
25683,200276,1113942,451,21
25684,201276,1113942,473,15
25685,202276,1113942,546,12
25686,203276,1113942,566,41
25687,204276,1113942,547,67
25688,205276,1113942,457,11
25689,206276,1113942,534,36
25690,207276,1113942,534,67
25691,208276,1113942,526,92
25692,209276,1113942,432,13
25693,210276,1113942,603,68
25694,211276,1113942,600,77
25695,212276,1113942,494,11
25696,213276,1113942,435,0
25697,214276,1113942,414,39
25698,215276,1113942,367,5
25699,216276,1113942,351,55
25700,217276,1113942,351,86
25701,218276,1113942,376,98
25702,219276,1113942,367,100
25703,220276,1113942,386,99
25704,221276,1113942,387,29
25705,222276,1113942,360,1
25706,223276,1113942,369,0
25707,224276,1113942,379,4
25708,225276,1113942,413,4
25709,226276,1113942,400,10
25710,227276,1113942,445,5
25711,228276,1113942,472,37
25712,229276,1113942,478,15
25713,230276,1113942,537,77
25714,231276,1113942,524,75
25715,232276,1113942,553,73
25716,233276,1113942,551,68
25717,234276,1113942,561,53
25718,235276,1113942,596,59
25719,236276,1113942,640,39
25720,237276,1113942,603,31
25721,238276,1113942,613,12
25722,239276,1113942,673,4
25723,240276,1113942,726,0
25724,55276,1114942,817,20
25725,56276,1114942,698,41
25726,57276,1114942,764,64
25727,58276,1114942,1206,68
25728,59276,1114942,1755,25
25729,60276,1114942,1610,89
25730,61276,1114942,1228,92
25731,62276,1114942,962,77
25732,63276,1114942,1450,63
25733,64276,1114942,1322,97
25734,65276,1114942,1033,66
25735,66276,1114942,1603,42
25736,67276,1114942,1892,33
25737,68276,1114942,1998,5
25738,69276,1114942,1703,47
25739,70276,1114942,1630,35
25740,71276,1114942,1750,64
25741,72276,1114942,1374,75
25742,73276,1114942,926,83
25743,74276,1114942,484,47
25744,75276,1114942,458,60
25745,76276,1114942,624,59
25746,77276,1114942,737,72
25747,78276,1114942,566,61
25748,79276,1114942,1150,61
25749,80276,1114942,1723,27
25750,81276,1114942,1770,22
25751,82276,1114942,2273,0
25752,83276,1114942,1959,13
25753,84276,1114942,1564,18
25754,85276,1114942,1357,80
25755,86276,1114942,1190,44
25756,87276,1114942,1350,11
25757,88276,1114942,1723,30
25758,89276,1114942,1886,5
25759,90276,1114942,2165,0
25760,91276,1114942,2457,0
25761,92276,1114942,2253,0
25762,93276,1114942,1929,27
25763,94276,1114942,1941,6
25764,95276,1114942,2350,0
25765,96276,1114942,1923,10
25766,97276,1114942,1535,70
25767,98276,1114942,1175,7
25768,99276,1114942,1480,48
25769,100276,1114942,2124,11
25770,101276,1114942,2425,0
25771,102276,1114942,2319,0
25772,103276,1114942,2650,0
25773,104276,1114942,2659,0
25774,105276,1114942,2684,0
25775,106276,1114942,2815,0
25776,107276,1114942,2588,0
25777,108276,1114942,2248,0
25778,109276,1114942,1881,44
25779,110276,1114942,1543,8
25780,111276,1114942,1850,8
25781,112276,1114942,2167,0
25782,113276,1114942,1927,23
25783,114276,1114942,1590,59
25784,115276,1114942,1748,51
25785,116276,1114942,1591,59
25786,117276,1114942,1290,61
25787,118276,1114942,969,32
25788,119276,1114942,927,43
25789,120276,1114942,1150,72
25790,121276,1114942,1411,56
25791,122276,1114942,1759,39
25792,123276,1114942,1899,14
25793,124276,1114942,1739,24
25794,125276,1114942,2027,0
25795,126276,1114942,2097,2
25796,127276,1114942,2050,0
25797,128276,1114942,2186,4
25798,129276,1114942,1497,77
25799,130276,1114942,1042,69
25800,131276,1114942,1611,25
25801,132276,1114942,1442,51
25802,133276,1114942,1286,68
25803,134276,1114942,1094,80
25804,135276,1114942,1085,83
25805,136276,1114942,825,83
25806,137276,1114942,464,40
25807,138276,1114942,437,0
25808,139276,1114942,435,5
25809,140276,1114942,434,0
25810,141276,1114942,434,0
25811,142276,1114942,434,8
25812,143276,1114942,550,40
25813,144276,1114942,434,24
25814,145276,1114942,434,0
25815,146276,1114942,434,16
25816,147276,1114942,563,25
25817,148276,1114942,601,27
25818,149276,1114942,600,34
25819,150276,1114942,502,62
25820,151276,1114942,450,0
25821,152276,1114942,494,28
25822,153276,1114942,802,73
25823,154276,1114942,447,14
25824,155276,1114942,453,1
25825,156276,1114942,473,1
25826,157276,1114942,608,27
25827,158276,1114942,717,13
25828,159276,1114942,850,9
25829,160276,1114942,957,37
25830,161276,1114942,1178,75
25831,162276,1114942,1042,57
25832,163276,1114942,860,79
25833,164276,1114942,724,8
